,publish_date,headline_text
208,20030704,group to meet over hospital concerns
209,20030617,stabbing was instant reaction court hears
210,20030401,nth korea fires anti ship missile
211,20031010,tv star tommy hanlon jnr loses cancer battle
212,20031201,turtle nests threatened by feral pigs
213,20031007,new chechen president vows ruthless crackdown
214,20030603,textile workers to protest planned tariff cuts
215,20030619,drop in darwin pitches breaking new ground
216,20031008,commission lifts ban on contract miners
217,20030813,bus bomb kills in southern afghanistan
218,20030708,no simple solution to alcohol abuse patterson
219,20031031,plan for new school at douglas scuttled
220,20030226,loss for amp shareholders but millions for ex
221,20030419,franchitti season in doubt after crash
222,20030408,police seek help over body dumped in park
223,20031002,labor clp in stoush over polling practices
224,20031210,firefighters reunite for fire anniversary
225,20030929,pre poll tax cut on the cards access
226,20030604,shire to air drainage channel concerns
227,20030418,de facto convicted released over babys death
228,20030513,court hearing determining native title to continue
229,20031130,brigitte case highlights asio inflexibility ruddock
230,20030508,no good reason for delaying murray decision hill
231,20030615,general says us must go after saddam
232,20030613,cameron rejects drought aid claims
233,20030313,nt opposition accuses labor of being soft on crime
234,20030525,sex abuse concerns voiced at sa congregations
235,20030709,liberian forces block us mission
236,20030821,bali bombings meant to take place on sept imron
237,20030614,police search for suspects after supermarket break
238,20030927,the game that stops a nation
239,20030508,unsustainable hunting practices in the spotlight
240,20031010,doctors hope for breakthrough in indemnity talks
241,20030910,costa gauges transport concerns
242,20031117,coroner begins new leskie investigation
243,20030805,vote on gay bishop postponed
244,20030409,nauru detention camps may be extended downer
245,20030411,shark victim could have saved himself coroner
246,20031116,serbs make third bid to elect president
247,20030220,sun needed for good downpour
248,20030520,japan may cut n korea funding channel
249,20030422,top chinese north korean officials meet ahead of
250,20031212,senior five clear at coolum
251,20030617,police pleased safety message getting through
252,20030820,father pleads guilty to murder over marihuana
253,20030629,sydney diocese may withdraw over gay appointment
254,20030705,hicks to face us military court in cuba
255,20030606,democrats critical of transport proposal
256,20031004,pain killing jab for panther galuvao
257,20030717,chelsea agree big fee for duff geremi signs
258,20030427,lions down dogs
259,20030425,hunter health lodges m polyclinic da
260,20030615,us call for iraqi arms ignored report
261,20030626,tormented pantani makes heartfelt plea for privacy
262,20030309,us military intensifies search for al qaeda members
263,20030227,black spot funding to improve riverland roads
264,20030516,cityrail seeks train ticket price hike
265,20030805,stanhope apologises over koperberg comments
266,20031019,sunset will hamper aerial search for man lost
267,20030527,native title claim unites noongars
268,20030811,consultants still involved in leagues club
269,20030617,former australian open champ johansson out of
270,20030219,williams says tight bowling key to warriors win
271,20030408,roberto carlos given provisional ban by fifa
272,20031021,apec announces anti terrorism measures
273,20030406,parents reunited with rescued us pow jessica lynch
274,20030807,albany plaza wins mba award
275,20031107,un peacekeepers attacked in congo
276,20030721,mother faces court over babys death
277,20030407,hall of fame pleased with community support
278,20031101,vic police find missing trio
279,20030522,court fines builder for house collapse
280,20030912,australian weight crisis balloons
281,20030301,philippines to sign counter terrorism pact with
282,20030612,accused murderer loses bid for family estate
283,20031122,nth korean nuclear power plant plans stalled
284,20031106,howard flags willingness to look at childcare
285,20030922,new map gives fresh view of australia
286,20031029,woman becomes seasons first irukandji victim
287,20030502,capitalists annual pilgrimage to buffet sermon
288,20030812,jobsearch matches arthritis patient with army
289,20031205,s korean opposition ends parliamentary boycott
290,20030907,n irelands main protestant party rejects peace
291,20030805,clement stuns moya in montreal
292,20030416,police continue search for missing man
293,20030529,probe clears policeman of wrongdoing
294,20030808,canada loses f grand prix for season
295,20030714,webber perjury trial to begin this week
296,20030416,iraqi bomb victim flown to kuwait
297,20030506,fong loss surprises new shire president
298,20030812,operation finds no abalone poaching
299,20031021,no increased security alert for bush visit ruddock
300,20030716,riverina suicide rates in the spotlight
301,20031125,dundee call in administrators
302,20030905,bangladesh slump in second innings
303,20030228,gunners out to take advantage of absent enemies
304,20030426,tamil tigers say talks suspension is temporary
305,20030512,crean pm trade blows on suppression order
306,20030811, missing after chopper crash near mumbai
307,20031023,main roads finds signs not to blame in crossing
308,20030419,seven more arrested after protests
309,20030326,planning begins for outback challenge
310,20030916,support for teachers strike in western vic
311,20030717,australia names four bowlers
312,20030224,vaughan doubtful for india game
313,20031207,nsw counter terrorism chopper takes flight
314,20031121,police release details of alleged attacker
315,20030618,wage increase being blocked in sa labor council
316,20030828,us seals drugs deal with developing nations
317,20030311,denmark builder wins workmanship award
318,20030228,council welcomes signage decision
319,20030614,four charged after blackburn bank robbery
320,20031110,commonwealth youth delegates gather
321,20031021,apec eyes anti terror task force
322,20030712,fans pay the price for beckham and real madrid
323,20030905,cat scan like device searches for gold deposit
324,20030324,simpson to address womens gathering
325,20031017,mp heartened by latest jobs figures
326,20031012,funeral shower wakes the dead in india
327,20030808,serbia dismisses top military officials
328,20030222,sunrace heads into gloomy final day
329,20031005,darwin police seek man over sexual assault
330,20030313,hawks swoop on crocs
331,20030930,govt urged to probe false passport claims
332,20030606,customary law vital to indigenous people
333,20031202,nt to examine after hours hospital care
334,20030413,qld libs nats on verge of new coalition deal
335,20030922,namibia will turn up world cup bosses
336,20030310,gambill tops fish at delray beach
337,20031023,rfs welcomes jailing for arsonist
338,20030502,australia to resume in strong position
339,20031118,high court to decide detained infants fate
340,20030709,twins mourned after surgery fails
341,20031104,customs probes boats arrival on nt island
342,20030411,more than pride at stake in milan derby
343,20031212,former priest appeals against sex abuse sentence
344,20031229,windies in battle for survival
345,20031002,israel approves new barrier section
346,20031216,mp welcomes wide bay child care boost
347,20030625,new health family service for cooktown
348,20031130,nt speaker baffled by pollie drug testing bill
349,20030521,kewell set to snub man u move report
350,20030414,arab backlash less than predicted howard
351,20030721,dubbo backs treated water discharge
352,20030327,piper corrects breathing problem to claim world
353,20031104,govt excises islands after boat arrives
354,20030725,australian ordeal will toughen bangladesh latif
355,20031231,no plan to recall us beef aqis
356,20030608,television black spots no more
357,20031202,ronaldinho out of barca clash with real
358,20030827,qld police claim super scam bust
359,20030627,eu proposal to reform farm subsidies criticised
360,20030911,small earthquakes shake mackay
361,20030827,internet scheme aims to unite communities
362,20030918,meeting to consider alice planning
363,20030825,poll may flow from kingston water consultation
364,20030325,aust graduates more likely to move overseas
365,20030822,killing of hamas leader an ugly crime palestinian
366,20030918,man to front court on fire charges
367,20031119,mcdonald prompts wa collapse
368,20030509,wa govt pulls on gloves over nuclear waste dump
369,20031210,water tariff pricing policy under review
370,20030424,vff questions cultural heritage impost
371,20031221,lonard crowned open champ
372,20030608,sorrenstam han lead as rain halts lpga championship
373,20031106,michalak makes his mark for france
374,20030627,serena subdues fighter callens
375,20030331,us timed launch of war to save iraqi oil wells
376,20030923,nats want more thought to water pricing policy
377,20030827,arafat accuses us of interference
378,20030903,resort set to get new owner
379,20031012,english football braced for civil war report
380,20030404,molik myskina advance to florida last eight
381,20030918,hyundai takes control of australian distributor
382,20030331,mt gambier raises cancer foundation funds
383,20031218,seven killed in french army plane crash
384,20030920, sheep die on saudi shipment managers
385,20030414,straws tour takes in kuwait
386,20030421,iraqi democracy may take years us senate
387,20030419,moya eyes hewitts top spot
388,20031029,drought keeps honey prices high
389,20030704,no guarantees for local education office
390,20031009,aborigines refugee groups plan world cup protests
391,20030228,ponting says developing nations vital to crickets
392,20030609,griffiths takes out finke desert race
393,20031031,motoring body calls for focus on driver training
394,20030323,labor blames iraq war for indon terror threat
395,20030410,tas govt under pressure to strike gas deal
396,20031105,letter shows hickss condition deteriorating father
397,20030331,downer to meet us officials over post war iraq
398,20030320,public urged to consider local govt position
399,20030512,winton forum to put health in the spotlight
400,20030319,real and juventus seal champs league quarter spots
401,20030923,death at spectors home ruled a homicide
402,20030402,qantas plugs road safety on nt planes
403,20030804,two killed in us learjet crash
404,20030511,driver to front court after man killed in phone
405,20031005,another bottle perhaps youve had too much bach
406,20030315,carr promises regional park for coffs
407,20031222,wavebreak is management plan long overdue
408,20031206,three dead in nsw road accidents
409,20030816,actor sizemore found guilty in heidi fleiss case
410,20031204,hughes bids for tour card
411,20030313,further oil deposit found off dongara
412,20030602,montgomerie puts in extra work for us open
413,20030529,power duck magpies jibes
414,20030820,time running out for reef pontoon submissions
415,20030701,cotton downturn to hit central highlands economy
416,20030823,nine killed in war torn aceh
417,20030716,palestinian car thief changes settlers tyre
418,20030709,mcgee sacrifices yellow jersey
419,20030416,dramatic launch of easter road safety campaign
420,20030530,sa ambos blame govt health funds for fee increase
421,20030601,labor continues fight against cross media changes
422,20031117,indigenous leaders to hear shopping centre site
423,20031109,red cross closes iraq offices
424,20030925,medibank private not on the market minister
425,20030325,us colonel apologises for death of two british
426,20030423,labor mp says party must keep eye on game
427,20030707,new homes planned for western desert residents
428,20031004,motogp honours late kato
429,20030606,raging monty blasts snappers
430,20030702,booklet highlights grape advice
431,20030810,warnes telephone manner again under microscope
432,20030318,trade rides higher on odds of short war
433,20030920,power south play out nsl draw
434,20030328,nt says ports sprayed for virus carrying mozzies
435,20030811,nats consider youth driving restrictions
436,20030425,glory move closer to grand final berth
437,20030704,australians on tour overall standings
438,20031224,china launches crackdown on internet game piracy
439,20031031,scientists back reef protection boost
440,20030428,sars iraq sees tourism industry in decline
441,20030505,union calls off adelaide bus strike
442,20030507,reserve bank keeps rates steady
443,20030907,positive signs for nsw drought recovery
444,20031126,new share placement for gympie gold
445,20030905,research finds exercise before surgery aids
446,20031222,beattie laments nathan dam delay
447,20030504, aussies quarantined in india report
448,20030711,man set to face court on murder charge
449,20031003,survey says services sector still strong
450,20030801,leagues club rejects administration claims
451,20031012,australians dominating us golf
452,20030925,bbc determined not to be bullied over iraq report
453,20030530,tributes flow for former vic governor
454,20030401,japan retracts nth korean missile claim
455,20030514,friend gives evidence in murder trial
456,20031203,survey suggests property slow down
457,20031016,south africa expects tough test from pakistan
458,20030531,trespass conviction blow to journalism newspaper
459,20031007,vice chancellor criticises sydney uni strike
460,20030604,police hunt for melbourne gunman
461,20030828,canada beat brazil to close in on semi finals
462,20031005,nrl grand final kicks off
463,20030311,qld govt offers class size assurances
464,20030414,police hold name of man killed in car accident
465,20031111,fed govt ditches dump pr plan
466,20030619,record crowd shaping up for marathon
467,20030701,teske considers mens match up
468,20031029,hibs staying put at easter road
469,20030923,arabic tv channels targeted in crackdown
470,20030725,minister says govt not connected to police file
471,20031118,act calls for federal action on childcare workers
472,20031008,pakistan conducts missile tests
473,20030610,german tightrope artists make spectacular rhine
474,20030924,finals incidents should be viewed differently
475,20030620,johns wary of bowen
476,20031011,zimbabwe trail by with four wickets in hand
477,20030315,palestinians cautious as bush talks up roadmap for
478,20031204,ancient rock art found in tasmania
479,20031009,council fears sports funding cuts
480,20030812,fels hands out criticism at book launch
481,20031007,unions warn sa govt over child abuse crisis
482,20030811,comment sought on draft coastal plan
483,20030503,qantas crew member undergoing sars tests
484,20030625,real clean out for beckham show
485,20030320,prestigious science research fellowships announced
486,20031008,malaysian pm calls on aust to clarify allegiances
487,20031122,traffic controllers air concerns over proposed
488,20031207,power workers burnt in transformer explosion
489,20030608,bae systems plans merger with either lockheed or
490,20030722,tasmanian poppy crop facing cut
491,20030403,mourners attend state funeral of prison chaplain
492,20030717,federal govt keen to see meatworks reopen
493,20030907,nervous wait continues for barrow is gas plant
494,20030321,war more popular than sexfor web searches
495,20030906,tokyo disneyland halts roller coaster after us
496,20030809,man in hospital after shipping container accident
497,20030412,broome gm cotton trial faces opposition
498,20030727,labor to review health insurance rebate
499,20031003,weapons report justifies war uk
500,20030708,crean targets brain drain
501,20030504,another member of saddams circle captured
502,20030718,monty azinger and kelly make early open exits
503,20030320,pratt wins arthurs loses in florida opener
504,20030626,us awards blair gold medal for iraq support
505,20030806,sorenstam thanks tiger for short game lift
506,20031217,child pornography trial adjourned
507,20031204,bank announces role in amp rights issue
508,20030714,aboriginal activist on rape charges
509,20030327,grafton farmers to trial water re use
510,20030812,roo vindaloo and on the barbecue the future
511,20031007,antarctic specialist drowns in tasmania
512,20030422,chinese national faces melbourne court over heroin
513,20030816,negotiations continue to stop factory lockout
514,20030506,judge sums up in fraser triple murder trial
515,20030605,woman treated after m fall
516,20031206,latham lays out policy vision
517,20030612,us military raids iraqi guerrilla camp
518,20030807,man injures himself during break in
519,20030713,underwater flinders island tas electricity grid
520,20030916,scientific proof that mf doom is the best rapper
521,20030429,call for campaign to highlight rock fishing dangers
522,20030528,govt introduces medicare bill
523,20030221,group concerned rain brings wrong impression
524,20030707,appeal urges greater industrial zone truck access
525,20030619,cold and flu sufferers urged not to spread germs
526,20030627,scientists make whale of a discovery
527,20030928,meteorite probably just space junk astronomer
528,20030710,clubs rethinking community support
529,20031202,kaye faces angry investors
530,20030227,japan warns against nuclear over reaction
531,20031002,macquarie bank shares jump on uk water buy
532,20030419,nt looks to sponsor overseas teachers
533,20030613,explosives found on italian passenger jet
534,20030528,anderson accused of over committing on transport
535,20030601,sa synod to debate abuse probe plan
536,20030921,dementieva lifts shanghai open crown
537,20030306,court orders doctor not to incite bulk billing
538,20030903,maradona helps launch own wine label
539,20031030,brick stocks run dry in construction boom
540,20030502,blair survives backlash at local regional polls
541,20030605,more time for ec applications
542,20031206,youth lure for adelaide horse race criticised
543,20030811,police seek fatal tractor accident witnesses
544,20031208,wa wine association elects new chief
545,20031214,arab prisoners seriously injured in us custody red
546,20030613,canegrowers unhappy with restructure delays
547,20030405,cuban ferry hostages freed hijackers arrested
548,20031113,nsw auditor to probe australian institute of music
549,20030603,thousands attend funeral of special ops chief
550,20030326,govt sets up january bushfires inquiry
551,20030719,weapons expert took own life police
552,20030522,lack of interest ends power talks
553,20030709,neverfail takeover bid not sealed yet
554,20030715,bureau says more rain needed despite heavy falls
555,20030810,two us soldiers iraqis wounded in grenade blast
556,20030925,councils accept riverland seat changes
557,20031129,india targets reid as bowling coach
558,20031215,elderly woman contracts meningococcal disease
559,20030413,us forces enter tikrit
560,20031025,wheat board rejects saddam kickback claims
561,20031022,swim star testifies at murder trial
562,20030515,councils consider regional authority plan
563,20030403,shockwave from asia virus hits tourism
564,20030907,romero heads for swiss golden age
565,20030521,tune to miss world cup
566,20031227,french thieves drive victim home for christmas eve
567,20030812,fletcher cops two week ban
568,20030713,england steamroller south africa
569,20030711,bulldogs open up big lead over baby broncos
570,20031120,all blacks clinch third place
571,20030317,fears dengue outbreak could spread
572,20030425,country victorians cant afford big rates rise
573,20030630,roosters re sign fittler
574,20030911,peacekeepers push through liberias anarchy
575,20031019,kingz stay bottom after melbourne defeat
576,20030805,sa increases penalties for aggravated crimes
577,20030331,uk claims capture of iraqi general near basra
578,20031115,australia ahead at half time
579,20030818,security head calls for end to political meddling
580,20030516,delay in checking for wheat virus
581,20031125,support for councils beach protection pledge
582,20030619,labor manipulating bali advice pm
583,20030822,men charged with rape of fellow inmate
584,20030609,ballot dominates alp leadership challenge
585,20030729,minister to cast eye over barra fishery report
586,20030923,launceston crime rate falls
587,20031128,india pakistan upbeat as kashmir ceasefire remains
588,20031117,dokic ends australian open exile
589,20030411,blades manager ready for more giant killing
590,20031016,federal environment funds going begging
591,20031006,rain brings hope for record wheat harvest
592,20031004,pain killing jab for panther galuvao
593,20030606,caniggia quits rangers
594,20030619,tuckey refers embassy fence erection to police
595,20030929,singleton in running for adelaide radio licence
596,20030616,casino guards back at work
597,20030420,legal sleep defence at odds with medical evidence
598,20031017,waugh relishing bowling challenge
599,20031122,fire bomb thrown at uk embassy in iran
600,20031213,jury retires in british schoolgirls murder trial
601,20030602,thugs could cost england euro place sven
602,20030602,stop work meetings to impact illawarra
603,20030902,racq to fight river tunnel plan
604,20030614,kevin the sorcerer summons nessie
605,20030707,wa police inquiry extended
606,20031022,concern indigenous protest may spark bushfires
607,20030305,thousands of students rally in anti war protests
608,20030810,south africans celebrate anti retroviral drug
609,20030919,salvos minister claims immigration dept breaching
610,20030826,southcorp pulls out of waste water treatment plan
611,20031104,everingham reasserts libs support for public
612,20030903,residents to meet over powerline health concerns
613,20030319,body discovered in melbourne
614,20031021,police suspect double murder is linked to sex
615,20030523,crows call up for massie
616,20030926,lappin comes through final session
617,20030501,bus association seeks meeting over king bros woes
618,20030701,kewell agent lashes leeds
619,20030917,researchers to study reef biodiversity
620,20030425,columbia crew would back next mission lu
621,20030806,traditional hunters say shipping poses bigger risk
622,20030912,bulky ballerinas career on ice cream
623,20030227,record breaking nehra routs england
624,20030822,koreas march side by side
625,20031201,q fever victim sues employer
626,20030331,nt minister urges tourism push
627,20030321,queen sends best wishes to australian troops
628,20030530,new home sought for dutch replica ship
629,20030910,abattoir closure boosts mudgee jobless rate
630,20030221,salinity experts map water catchments
631,20030313,council ceo set to retire
632,20030902,extra day could help bombers home sheedy
633,20030714,south west beat peel to take title
634,20030813,farmers lay out opposition to deregulation plan
635,20030707,adler plans vigorous defence of criminal charges
636,20030618,drugs incident sparks hospital security review
637,20031016,islanders fear sheep arrival
638,20030530,shires group to debate insurance premiums impact
639,20031026,portuguese version of latest harry potter
640,20030722,police seek witnesses to fatal belconnen fall
641,20031026,nt lawyers back mens legal service
642,20031215,mitchell puts case to nz rugby board
643,20030308,mason to miss bulldogs opener
644,20030222,johnson pittman excel in canberra
645,20030807,nab to close bendigo branch
646,20031214,canberrans oppose screensound relocation
647,20031125,senior georgian minister resigns
648,20030505,sars blamed for drop in tourism job ads
649,20030407,sth korea says talks off blames nth korea
650,20030929,one killed one injured in south nsw shooting
651,20030604,clark calls for united fight for native title
652,20031015,keating seeks promiscuous economic ties
653,20030227,tamworth proposes levee for industrial area
654,20030325,thorpe leads m heats
655,20031010,inquiry to look into sydney harbour plans
656,20030501,south east gears up for pines enduro
657,20030304,afl dismisses coaches travel concerns
658,20030621,colombia back on track as utting saves kiwi blushes
659,20030406,kessler claims indurain gp
660,20030806,tuna farm trial sparks environment concerns
661,20030909,pm to change fundraising tax deductions
662,20031115,greens lobby for govt to recall troops from iraq
663,20031007,prince harry nominated as beef ambassador
664,20030604,omnimedia expects stewart to face criminal charges
665,20031031,us offers m reward for jordanian linked to al
666,20030728,call for more homelessness help
667,20031015,aust based share business expands into us
668,20031107,one last run out for bombers champ long
669,20031202,green phone still on the agenda
670,20030904,habib family shocked over terror contact claim
671,20030312,resignation shows govt ignoring advice over iraq
672,20030805,asic moves to make investing more transparent
673,20030429,four nats members vie for keppel
674,20030624,jolly rogers on brink of third victory
675,20031204,watchdog finds ue in breach
676,20030330,afp arrests australian for cambodian sex crimes
677,20030725,thaw over fridge plant eba
678,20031228,antarctic quest aims to unite israelis palestinians
679,20030604,campaign to educate public about dengue risk
680,20030611,man accused of flight offence removed from court
681,20030924,york park kicking goals for tas economy
682,20030316,shooter adams banned for two years
683,20030709,news not good for shepherds unsecured creditors
684,20030331,kings end townsville crocs season
685,20031013,call for care in bali blame game
686,20030523,roddick rolls on in austria
687,20031022,researchers get tree disease fight funds
688,20031030,church concerned for iraq familys return home
689,20031126,nrl boss plays down rugby threat
690,20031210,extra m for highway overtaking lanes
691,20031110,five schoolgirls injured in detonator blast
692,20031124,storms take toll on some riverina crops
693,20030908,call for politics to stay out of sugar rescue
694,20030223,wa struggling in one day final
695,20030615,israeli palestinian talks set despite violence
696,20030715,court told murdered baby was tortured
697,20031114,georgias president appeals for calm
698,20030604,agassi moya bow out serena storms into semis
699,20031006,australian killed in us bridge stunt
700,20030930,thousands turn out for lions homecoming parade
701,20030301,those liable for oil spill could be fined up to 
702,20030926,fall in exports blamed on support for iraq war
703,20030404,grant on the mend after knee op
704,20031006,search for missing teens off tokelau islands
705,20031126,attempted drug deal gets man suspended sentence
706,20030306,perilya confident mine life will be reached
